Место,Дата,Номер,Продукт,Категория,Цена,Количество
Тупичок,2020-04-26,785970449,Сосиски молочные,Еда,20000,2
Тупичок,2020-04-26,785970449,Бумага туалетная,Дом,7000,1
Тупичок,2020-04-26,296511605,Мусорные пакеты,Дом,9050,3
Тупичок,2020-04-26,296511605,Яблоки,Еда,6550,3
Тупичок,2020-04-26,296511605,Яблоки,Еда,6550,1
Тупичок,2020-04-26,296511605,Молочный шоколад,Вкусняшка,6900,2
Тупичок,2020-04-26,296511605,Гвозди,Дом,5000,1
Тупичок,2020-04-26,296511605,Яблоки,Еда,6550,1
Тупичок,2020-04-26,296511605,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-04-26,296511605,Хлеб,Еда,7500,1
Тупичок,2020-04-26,296511605,Мусорные пакеты,Дом,9050,2
Тупичок,2020-04-26,296511605,Гвозди,Дом,5000,2
Трамвай,2020-04-26,92530045,Бананы,Вкусняшка,7000,3
Трамвай,2020-04-26,92530045,Яйца,Еда,5950,2
Трамвай,2020-04-26,92530045,Бумага туалетная,Дом,7000,3
Трамвай,2020-04-26,92530045,Бумага,Работа,7750,1
Трамвай,2020-04-26,92530045,Яблоки,Еда,6550,2
Тупичок,2020-04-26,43507667,Яблоки,Еда,6550,1
Тупичок,2020-04-26,43507667,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-04-26,43507667,Черешня,Вкусняшки,15000,3
Тупичок,2020-04-26,43507667,Бумага,Работа,7750,2
Тупичок,2020-04-26,43507667,Бананы,Вкусняшка,7000,3
Тупичок,2020-04-26,43507667,Черешня,Вкусняшки,15000,2
Тупичок,2020-04-26,43507667,Яблоки,Еда,6550,2
Тупичок,2020-04-26,43507667,Бумага,Работа,7750,1
Четвёрочка,2020-04-26,166983324,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-04-26,166983324,Черешня,Вкусняшки,15000,1
Четвёрочка,2020-04-26,166983324,Сосиски молочные,Еда,20000,1
Мячик,2020-04-26,686447771,Хлеб,Еда,7500,1
Мячик,2020-04-26,686447771,Чернила,Работа,2200,1
Мячик,2020-04-26,686447771,Мусорные пакеты,Дом,9050,1
Трамвай,2020-04-27,105036344,Бананы,Вкусняшка,7000,2
Трамвай,2020-04-27,105036344,Мусорные пакеты,Дом,9050,1
Диски,2020-04-28,530408734,Бумага туалетная,Дом,7000,3
Диски,2020-04-28,530408734,Хлеб,Еда,7500,3
Диски,2020-04-28,530408734,Молоко,Еда,6700,1
Диски,2020-04-28,530408734,Бананы,Вкусняшка,7000,1
Мячик,2020-04-29,816674056,Чернила,Работа,2200,1
Мячик,2020-04-29,816674056,Мусорные пакеты,Дом,9050,1
Тупичок,2020-04-29,922565213,Бумага,Работа,7750,3
Тупичок,2020-04-29,922565213,Бананы,Вкусняшка,7000,3
Тупичок,2020-04-29,922565213,Бананы,Вкусняшка,7000,1
Тупичок,2020-04-29,922565213,Гвозди,Дом,5000,2
Тупичок,2020-04-29,922565213,Черешня,Вкусняшки,15000,1
Тупичок,2020-04-29,922565213,Мусорные пакеты,Дом,9050,2
Трамвай,2020-05-01,196190696,Бананы,Вкусняшка,7000,1
Трамвай,2020-05-01,196190696,Молоко,Еда,6700,2
Трамвай,2020-05-01,196190696,Бананы,Вкусняшка,7000,1
Мячик,2020-05-02,82533362,Молочный шоколад,Вкусняшка,6900,2
Мячик,2020-05-02,82533362,Сосиски молочные,Еда,20000,2
Мячик,2020-05-02,82533362,Яйца,Еда,5950,1
Мячик,2020-05-02,82533362,Бумага туалетная,Дом,7000,2
Мячик,2020-05-02,82533362,Чернила,Работа,2200,1
Мячик,2020-05-02,82533362,Молоко,Еда,6700,2
Мячик,2020-05-02,82533362,Молочный шоколад,Вкусняшка,6900,1
Мячик,2020-05-02,82533362,Черешня,Вкусняшки,15000,1
Мячик,2020-05-02,82533362,Гвозди,Дом,5000,3
Тупичок,2020-05-02,519825444,Бумага туалетная,Дом,7000,2
Тупичок,2020-05-02,519825444,Мусорные пакеты,Дом,9050,2
Тупичок,2020-05-02,519825444,Сосиски молочные,Еда,20000,3
Тупичок,2020-05-02,519825444,Молоко,Еда,6700,1
Тупичок,2020-05-02,519825444,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-05-02,519825444,Яйца,Еда,5950,3
Тупичок,2020-05-02,519825444,Яблоки,Еда,6550,1
Тупичок,2020-05-02,519825444,Молоко,Еда,6700,1
Тупичок,2020-05-02,712225064,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-05-02,712225064,Чернила,Работа,2200,2
Тупичок,2020-05-03,601095597,Гвозди,Дом,5000,2
Тупичок,2020-05-03,601095597,Черешня,Вкусняшки,15000,3
Тупичок,2020-05-03,601095597,Гвозди,Дом,5000,1
Тупичок,2020-05-03,601095597,Бумага,Работа,7750,2
Тупичок,2020-05-03,601095597,Бананы,Вкусняшка,7000,3
Трамвай,2020-05-04,740359403,Гвозди,Дом,5000,1
Трамвай,2020-05-04,740359403,Бумага туалетная,Дом,7000,2
Трамвай,2020-05-04,740359403,Яйца,Еда,5950,3
Мячик,2020-05-04,177107063,Гвозди,Дом,5000,1
Мячик,2020-05-04,177107063,Мусорные пакеты,Дом,9050,2
Мячик,2020-05-04,177107063,Хлеб,Еда,7500,2
Мячик,2020-05-04,177107063,Бумага туалетная,Дом,7000,2
Мячик,2020-05-04,177107063,Бумага туалетная,Дом,7000,1
Мячик,2020-05-04,177107063,Гвозди,Дом,5000,3
Мячик,2020-05-04,177107063,Бумага,Работа,7750,1
Тупичок,2020-05-04,131333664,Бумага туалетная,Дом,7000,1
Тупичок,2020-05-04,131333664,Мусорные пакеты,Дом,9050,2
Тупичок,2020-05-04,131333664,Гвозди,Дом,5000,1
Тупичок,2020-05-04,131333664,Черешня,Вкусняшки,15000,3
Тупичок,2020-05-04,131333664,Молоко,Еда,6700,1
Тупичок,2020-05-04,131333664,Хлеб,Еда,7500,1
Четвёрочка,2020-05-04,273561041,Молочный шоколад,Вкусняшка,6900,1
Четвёрочка,2020-05-04,273561041,Чернила,Работа,2200,2
Мячик,2020-05-05,189104398,Бумага туалетная,Дом,7000,1
Мячик,2020-05-05,189104398,Яйца,Еда,5950,2
Мячик,2020-05-05,189104398,Бумага туалетная,Дом,7000,3
Трамвай,2020-05-08,721338428,Чернила,Работа,2200,1
Трамвай,2020-05-08,721338428,Бананы,Вкусняшка,7000,3
Трамвай,2020-05-08,721338428,Яблоки,Еда,6550,2
Трамвай,2020-05-08,721338428,Бумага,Работа,7750,3
Трамвай,2020-05-08,721338428,Гвозди,Дом,5000,1
Трамвай,2020-05-08,721338428,Бумага туалетная,Дом,7000,1
Трамвай,2020-05-08,721338428,Гвозди,Дом,5000,2
Трамвай,2020-05-08,721338428,Хлеб,Еда,7500,1
Трамвай,2020-05-08,721338428,Бумага,Работа,7750,2
Тупичок,2020-05-09,688722828,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-05-09,688722828,Бумага туалетная,Дом,7000,2
Тупичок,2020-05-09,688722828,Молоко,Еда,6700,2
Тупичок,2020-05-09,688722828,Хлеб,Еда,7500,1
Тупичок,2020-05-09,688722828,Хлеб,Еда,7500,2
Тупичок,2020-05-09,688722828,Яйца,Еда,5950,1
Тупичок,2020-05-09,688722828,Молочный шоколад,Вкусняшка,6900,2
Тупичок,2020-05-09,688722828,Хлеб,Еда,7500,3
Тупичок,2020-05-09,688722828,Бумага,Работа,7750,3
Тупичок,2020-05-09,50672758,Молоко,Еда,6700,1
Тупичок,2020-05-09,50672758,Бананы,Вкусняшка,7000,1
Тупичок,2020-05-09,50672758,Молоко,Еда,6700,1
Тупичок,2020-05-09,50672758,Гвозди,Дом,5000,2
Тупичок,2020-05-09,50672758,Бананы,Вкусняшка,7000,2
Тупичок,2020-05-09,50672758,Бананы,Вкусняшка,7000,3
Тупичок,2020-05-09,50672758,Чернила,Работа,2200,2
Тупичок,2020-05-09,50672758,Яйца,Еда,5950,2
Тупичок,2020-05-09,50672758,Мусорные пакеты,Дом,9050,2
Трамвай,2020-05-10,276261076,Бананы,Вкусняшка,7000,3
Трамвай,2020-05-10,276261076,Хлеб,Еда,7500,2
Трамвай,2020-05-10,276261076,Бумага туалетная,Дом,7000,3
Трамвай,2020-05-10,276261076,Сосиски молочные,Еда,20000,2
Трамвай,2020-05-10,276261076,Чернила,Работа,2200,3
Трамвай,2020-05-10,276261076,Сосиски молочные,Еда,20000,1
Мячик,2020-05-10,743504670,Молоко,Еда,6700,1
Мячик,2020-05-10,743504670,Яйца,Еда,5950,2
Мячик,2020-05-10,743504670,Яйца,Еда,5950,2
Мячик,2020-05-10,743504670,Чернила,Работа,2200,2
Мячик,2020-05-10,743504670,Сосиски молочные,Еда,20000,1
Мячик,2020-05-10,743504670,Хлеб,Еда,7500,1
Мячик,2020-05-10,743504670,Черешня,Вкусняшки,15000,2
Трамвай,2020-05-11,846992507,Сосиски молочные,Еда,20000,2
Трамвай,2020-05-11,846992507,Хлеб,Еда,7500,3
Трамвай,2020-05-11,846992507,Бананы,Вкусняшка,7000,2
Трамвай,2020-05-11,846992507,Бумага,Работа,7750,2
Четвёрочка,2020-05-11,511244068,Чернила,Работа,2200,2
Четвёрочка,2020-05-11,511244068,Чернила,Работа,2200,3
Четвёрочка,2020-05-11,725859694,Яйца,Еда,5950,2
Четвёрочка,2020-05-11,725859694,Молоко,Еда,6700,2
Четвёрочка,2020-05-11,725859694,Мусорные пакеты,Дом,9050,1
Четвёрочка,2020-05-11,725859694,Молоко,Еда,6700,1
Четвёрочка,2020-05-11,725859694,Черешня,Вкусняшки,15000,1
Четвёрочка,2020-05-11,725859694,Яблоки,Еда,6550,1
Четвёрочка,2020-05-11,725859694,Яблоки,Еда,6550,3
Четвёрочка,2020-05-11,725859694,Молоко,Еда,6700,2
Четвёрочка,2020-05-12,997687530,Гвозди,Дом,5000,3
Четвёрочка,2020-05-12,997687530,Хлеб,Еда,7500,1
Четвёрочка,2020-05-12,997687530,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-05-12,997687530,Хлеб,Еда,7500,2
Диски,2020-05-12,473653770,Чернила,Работа,2200,2
Диски,2020-05-12,473653770,Черешня,Вкусняшки,15000,1
Диски,2020-05-12,473653770,Яйца,Еда,5950,2
Диски,2020-05-12,473653770,Хлеб,Еда,7500,3
Диски,2020-05-12,473653770,Гвозди,Дом,5000,3
Диски,2020-05-12,473653770,Молоко,Еда,6700,3
Диски,2020-05-12,473653770,Чернила,Работа,2200,3
Диски,2020-05-12,473653770,Хлеб,Еда,7500,3
Диски,2020-05-12,473653770,Яблоки,Еда,6550,1
Диски,2020-05-12,473653770,Бананы,Вкусняшка,7000,2
Диски,2020-05-12,258614151,Черешня,Вкусняшки,15000,1
Диски,2020-05-12,258614151,Бананы,Вкусняшка,7000,3
Диски,2020-05-12,258614151,Черешня,Вкусняшки,15000,3
Диски,2020-05-12,258614151,Яблоки,Еда,6550,1
Диски,2020-05-12,258614151,Чернила,Работа,2200,3
Диски,2020-05-12,258614151,Мусорные пакеты,Дом,9050,1
Тупичок,2020-05-13,270819894,Молоко,Еда,6700,1
Тупичок,2020-05-13,270819894,Сосиски молочные,Еда,20000,2
Тупичок,2020-05-13,270819894,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-05-18,964813769,Мусорные пакеты,Дом,9050,2
Тупичок,2020-05-18,964813769,Сосиски молочные,Еда,20000,3
Тупичок,2020-05-18,964813769,Яйца,Еда,5950,2
Тупичок,2020-05-18,964813769,Черешня,Вкусняшки,15000,3
Тупичок,2020-05-18,964813769,Сосиски молочные,Еда,20000,3
Тупичок,2020-05-18,964813769,Мусорные пакеты,Дом,9050,3
Тупичок,2020-05-18,964813769,Черешня,Вкусняшки,15000,2
Тупичок,2020-05-18,964813769,Хлеб,Еда,7500,1
Тупичок,2020-05-18,964813769,Яблоки,Еда,6550,1
Тупичок,2020-05-18,964813769,Молоко,Еда,6700,2
Диски,2020-05-19,656152301,Хлеб,Еда,7500,3
Диски,2020-05-19,656152301,Черешня,Вкусняшки,15000,1
Диски,2020-05-19,656152301,Яблоки,Еда,6550,2
Диски,2020-05-19,656152301,Черешня,Вкусняшки,15000,2
Диски,2020-05-19,656152301,Мусорные пакеты,Дом,9050,2
Диски,2020-05-19,656152301,Яйца,Еда,5950,1
Диски,2020-05-19,656152301,Яблоки,Еда,6550,2
Диски,2020-05-19,656152301,Молоко,Еда,6700,2
Диски,2020-05-19,656152301,Бумага туалетная,Дом,7000,2
Диски,2020-05-19,656152301,Мусорные пакеты,Дом,9050,1
Трамвай,2020-05-19,207498329,Хлеб,Еда,7500,3
Трамвай,2020-05-19,207498329,Хлеб,Еда,7500,3
Трамвай,2020-05-19,207498329,Черешня,Вкусняшки,15000,3
Трамвай,2020-05-20,182238078,Молоко,Еда,6700,2
Трамвай,2020-05-20,182238078,Сосиски молочные,Еда,20000,3
Трамвай,2020-05-20,182238078,Бумага туалетная,Дом,7000,1
Трамвай,2020-05-20,182238078,Бананы,Вкусняшка,7000,2
Трамвай,2020-05-20,182238078,Молоко,Еда,6700,2
Трамвай,2020-05-20,182238078,Яйца,Еда,5950,1
Трамвай,2020-05-20,182238078,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-05-21,185552698,Яйца,Еда,5950,3
Четвёрочка,2020-05-21,185552698,Яйца,Еда,5950,2
Четвёрочка,2020-05-21,185552698,Яйца,Еда,5950,3
Четвёрочка,2020-05-21,185552698,Молочный шоколад,Вкусняшка,6900,1
Четвёрочка,2020-05-21,185552698,Чернила,Работа,2200,1
Четвёрочка,2020-05-21,185552698,Гвозди,Дом,5000,1
Четвёрочка,2020-05-21,185552698,Бананы,Вкусняшка,7000,1
Четвёрочка,2020-05-21,185552698,Сосиски молочные,Еда,20000,2
Мячик,2020-05-21,256293049,Бумага,Работа,7750,3
Мячик,2020-05-21,256293049,Бумага,Работа,7750,2
Мячик,2020-05-22,197972433,Молоко,Еда,6700,1
Мячик,2020-05-22,197972433,Яйца,Еда,5950,3
Мячик,2020-05-22,197972433,Хлеб,Еда,7500,2
Мячик,2020-05-22,197972433,Сосиски молочные,Еда,20000,1
Мячик,2020-05-22,197972433,Хлеб,Еда,7500,1
Мячик,2020-05-22,197972433,Черешня,Вкусняшки,15000,3
Мячик,2020-05-22,197972433,Бумага,Работа,7750,2
Мячик,2020-05-22,197972433,Бананы,Вкусняшка,7000,2
Мячик,2020-05-22,197972433,Яйца,Еда,5950,2
Мячик,2020-05-22,197972433,Чернила,Работа,2200,2
Трамвай,2020-05-23,100339286,Бананы,Вкусняшка,7000,2
Трамвай,2020-05-23,100339286,Бумага,Работа,7750,3
Трамвай,2020-05-23,100339286,Яблоки,Еда,6550,1
Трамвай,2020-05-23,100339286,Хлеб,Еда,7500,2
Трамвай,2020-05-23,100339286,Бумага туалетная,Дом,7000,1
Тупичок,2020-05-24,218105563,Бумага туалетная,Дом,7000,2
Тупичок,2020-05-24,218105563,Бумага туалетная,Дом,7000,3
Тупичок,2020-05-24,218105563,Гвозди,Дом,5000,3
Тупичок,2020-05-24,218105563,Хлеб,Еда,7500,1
Тупичок,2020-05-24,218105563,Мусорные пакеты,Дом,9050,1
Тупичок,2020-05-24,218105563,Хлеб,Еда,7500,1
Тупичок,2020-05-24,218105563,Молоко,Еда,6700,1
Тупичок,2020-05-24,218105563,Хлеб,Еда,7500,3
Тупичок,2020-05-24,218105563,Черешня,Вкусняшки,15000,2
Тупичок,2020-05-24,218105563,Бананы,Вкусняшка,7000,3
Четвёрочка,2020-05-24,201677933,Хлеб,Еда,7500,3
Четвёрочка,2020-05-24,201677933,Бананы,Вкусняшка,7000,3
Четвёрочка,2020-05-24,201677933,Черешня,Вкусняшки,15000,2
Мячик,2020-05-24,397823987,Бумага туалетная,Дом,7000,1
Мячик,2020-05-24,397823987,Яблоки,Еда,6550,3
Мячик,2020-05-24,397823987,Хлеб,Еда,7500,2
Мячик,2020-05-24,397823987,Сосиски молочные,Еда,20000,1
Мячик,2020-05-27,26343360,Бумага туалетная,Дом,7000,3
Мячик,2020-05-27,26343360,Бумага туалетная,Дом,7000,3
Мячик,2020-05-27,26343360,Черешня,Вкусняшки,15000,2
Мячик,2020-05-27,26343360,Яблоки,Еда,6550,1
Мячик,2020-05-27,26343360,Хлеб,Еда,7500,2
Мячик,2020-05-27,26343360,Бананы,Вкусняшка,7000,3
Мячик,2020-05-27,26343360,Бумага туалетная,Дом,7000,2
Тупичок,2020-05-27,827602914,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-05-27,827602914,Хлеб,Еда,7500,2
Тупичок,2020-05-27,827602914,Сосиски молочные,Еда,20000,2
Тупичок,2020-05-27,827602914,Яблоки,Еда,6550,1
Тупичок,2020-05-27,827602914,Яблоки,Еда,6550,2
Мячик,2020-05-27,187044311,Мусорные пакеты,Дом,9050,1
Мячик,2020-05-27,187044311,Яблоки,Еда,6550,3
Тупичок,2020-05-28,792430253,Бумага,Работа,7750,2
Тупичок,2020-05-28,792430253,Яйца,Еда,5950,1
Тупичок,2020-05-28,792430253,Сосиски молочные,Еда,20000,3
Тупичок,2020-05-28,792430253,Сосиски молочные,Еда,20000,2
Тупичок,2020-05-28,792430253,Молоко,Еда,6700,1
Тупичок,2020-05-28,792430253,Яйца,Еда,5950,3
Тупичок,2020-05-28,792430253,Яблоки,Еда,6550,2
Тупичок,2020-05-28,792430253,Черешня,Вкусняшки,15000,1
Тупичок,2020-05-28,792430253,Гвозди,Дом,5000,3
Мячик,2020-05-29,876912835,Черешня,Вкусняшки,15000,2
Мячик,2020-05-29,876912835,Мусорные пакеты,Дом,9050,3
Мячик,2020-05-29,876912835,Гвозди,Дом,5000,3
Мячик,2020-05-29,876912835,Хлеб,Еда,7500,2
Мячик,2020-05-29,876912835,Черешня,Вкусняшки,15000,3
Мячик,2020-05-29,876912835,Молочный шоколад,Вкусняшка,6900,2
Мячик,2020-05-29,876912835,Яйца,Еда,5950,3
Мячик,2020-05-29,876912835,Хлеб,Еда,7500,2
Трамвай,2020-05-29,560816343,Яблоки,Еда,6550,2
Трамвай,2020-05-29,560816343,Сосиски молочные,Еда,20000,2
Трамвай,2020-05-29,560816343,Яблоки,Еда,6550,2
Трамвай,2020-05-29,560816343,Бананы,Вкусняшка,7000,2
Трамвай,2020-05-29,560816343,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-05-29,560816343,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2020-05-29,962442678,Молоко,Еда,6700,1
Трамвай,2020-05-29,962442678,Яйца,Еда,5950,2
Трамвай,2020-05-29,962442678,Бананы,Вкусняшка,7000,3
Трамвай,2020-05-29,962442678,Мусорные пакеты,Дом,9050,2
Трамвай,2020-05-29,962442678,Яйца,Еда,5950,3
Трамвай,2020-05-29,962442678,Молоко,Еда,6700,3
Трамвай,2020-05-29,962442678,Сосиски молочные,Еда,20000,2
Трамвай,2020-05-29,962442678,Сосиски молочные,Еда,20000,3
Мячик,2020-06-01,186586197,Молоко,Еда,6700,3
Мячик,2020-06-01,186586197,Бумага,Работа,7750,2
Мячик,2020-06-01,186586197,Хлеб,Еда,7500,2
Мячик,2020-06-01,186586197,Молочный шоколад,Вкусняшка,6900,1
Мячик,2020-06-01,186586197,Черешня,Вкусняшки,15000,2
Диски,2020-06-02,412394185,Сосиски молочные,Еда,20000,1
Диски,2020-06-02,412394185,Яблоки,Еда,6550,1
Диски,2020-06-02,978818770,Бумага туалетная,Дом,7000,3
Диски,2020-06-02,978818770,Яйца,Еда,5950,3
Диски,2020-06-02,978818770,Яблоки,Еда,6550,3
Мячик,2020-06-02,771422653,Яблоки,Еда,6550,1
Мячик,2020-06-02,771422653,Чернила,Работа,2200,3
Диски,2020-06-02,771912784,Бананы,Вкусняшка,7000,3
Диски,2020-06-02,771912784,Гвозди,Дом,5000,1
Тупичок,2020-06-03,530067706,Яблоки,Еда,6550,3
Тупичок,2020-06-03,530067706,Молоко,Еда,6700,3
Тупичок,2020-06-03,530067706,Бананы,Вкусняшка,7000,1
Тупичок,2020-06-03,530067706,Хлеб,Еда,7500,2
Тупичок,2020-06-03,530067706,Бумага туалетная,Дом,7000,1
Четвёрочка,2020-06-05,155794364,Хлеб,Еда,7500,3
Четвёрочка,2020-06-05,155794364,Молоко,Еда,6700,3
Четвёрочка,2020-06-05,155794364,Яйца,Еда,5950,2
Четвёрочка,2020-06-05,155794364,Яйца,Еда,5950,1
Четвёрочка,2020-06-05,155794364,Гвозди,Дом,5000,3
Четвёрочка,2020-06-05,155794364,Бумага туалетная,Дом,7000,1
Четвёрочка,2020-06-05,155794364,Яйца,Еда,5950,3
Четвёрочка,2020-06-05,155794364,Сосиски молочные,Еда,20000,3
Диски,2020-06-05,605082077,Бумага туалетная,Дом,7000,2
Диски,2020-06-05,605082077,Чернила,Работа,2200,1
Диски,2020-06-05,605082077,Бананы,Вкусняшка,7000,1
Диски,2020-06-05,605082077,Яйца,Еда,5950,2
Диски,2020-06-05,605082077,Хлеб,Еда,7500,1
Диски,2020-06-05,605082077,Яблоки,Еда,6550,2
Диски,2020-06-05,605082077,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-06-06,598125141,Яблоки,Еда,6550,3
Трамвай,2020-06-06,598125141,Сосиски молочные,Еда,20000,3
Трамвай,2020-06-06,598125141,Хлеб,Еда,7500,3
Трамвай,2020-06-06,598125141,Бумага,Работа,7750,3
Тупичок,2020-06-06,835049550,Яйца,Еда,5950,1
Тупичок,2020-06-06,835049550,Бумага,Работа,7750,2
Мячик,2020-06-06,695345820,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-06-06,695345820,Бумага туалетная,Дом,7000,3
Мячик,2020-06-06,695345820,Сосиски молочные,Еда,20000,2
Мячик,2020-06-06,695345820,Хлеб,Еда,7500,3
Диски,2020-06-07,659834989,Черешня,Вкусняшки,15000,3
Диски,2020-06-07,659834989,Бумага туалетная,Дом,7000,2
Диски,2020-06-07,659834989,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-06-07,659834989,Бумага,Работа,7750,1
Диски,2020-06-07,659834989,Черешня,Вкусняшки,15000,2
Диски,2020-06-07,659834989,Гвозди,Дом,5000,1
Диски,2020-06-07,659834989,Бумага туалетная,Дом,7000,2
Диски,2020-06-07,659834989,Молоко,Еда,6700,2
Тупичок,2020-06-07,643198677,Яйца,Еда,5950,1
Тупичок,2020-06-07,643198677,Чернила,Работа,2200,3
Тупичок,2020-06-07,643198677,Молочный шоколад,Вкусняшка,6900,2
Тупичок,2020-06-07,643198677,Сосиски молочные,Еда,20000,3
Тупичок,2020-06-07,643198677,Хлеб,Еда,7500,1
Тупичок,2020-06-07,643198677,Молоко,Еда,6700,3
Тупичок,2020-06-07,643198677,Чернила,Работа,2200,3
Тупичок,2020-06-07,643198677,Сосиски молочные,Еда,20000,3
Тупичок,2020-06-07,643198677,Хлеб,Еда,7500,3
Тупичок,2020-06-07,319256569,Бананы,Вкусняшка,7000,3
Тупичок,2020-06-07,319256569,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-06-07,319256569,Гвозди,Дом,5000,2
Тупичок,2020-06-07,319256569,Гвозди,Дом,5000,1
Тупичок,2020-06-07,319256569,Бумага,Работа,7750,2
Трамвай,2020-06-08,747838312,Бумага туалетная,Дом,7000,1
Трамвай,2020-06-08,747838312,Черешня,Вкусняшки,15000,2
Трамвай,2020-06-08,747838312,Бумага туалетная,Дом,7000,2
Трамвай,2020-06-08,747838312,Молоко,Еда,6700,2
Трамвай,2020-06-08,747838312,Чернила,Работа,2200,3
Трамвай,2020-06-08,747838312,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-06-08,747838312,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-06-08,747838312,Черешня,Вкусняшки,15000,3
Диски,2020-06-09,646711050,Яйца,Еда,5950,3
Диски,2020-06-09,646711050,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-06-09,646711050,Яйца,Еда,5950,1
Мячик,2020-06-09,245699045,Бумага,Работа,7750,3
Мячик,2020-06-09,245699045,Сосиски молочные,Еда,20000,1
Мячик,2020-06-09,245699045,Яблоки,Еда,6550,2
Мячик,2020-06-09,245699045,Чернила,Работа,2200,3
Мячик,2020-06-09,245699045,Бумага туалетная,Дом,7000,3
Диски,2020-06-10,162823870,Хлеб,Еда,7500,2
Диски,2020-06-10,162823870,Сосиски молочные,Еда,20000,2
Диски,2020-06-10,162823870,Бумага туалетная,Дом,7000,2
Диски,2020-06-10,162823870,Молоко,Еда,6700,1
Диски,2020-06-10,162823870,Яблоки,Еда,6550,3
Диски,2020-06-10,162823870,Хлеб,Еда,7500,2
Диски,2020-06-10,162823870,Сосиски молочные,Еда,20000,1
Мячик,2020-06-11,831488306,Бумага,Работа,7750,2
Мячик,2020-06-11,831488306,Бананы,Вкусняшка,7000,3
Мячик,2020-06-11,831488306,Хлеб,Еда,7500,3
Мячик,2020-06-11,831488306,Чернила,Работа,2200,1
Трамвай,2020-06-11,359375926,Бумага туалетная,Дом,7000,1
Трамвай,2020-06-11,359375926,Бумага туалетная,Дом,7000,1
Диски,2020-06-12,904591210,Мусорные пакеты,Дом,9050,3
Диски,2020-06-12,904591210,Молочный шоколад,Вкусняшка,6900,3
Диски,2020-06-12,904591210,Бумага туалетная,Дом,7000,2
Диски,2020-06-12,904591210,Мусорные пакеты,Дом,9050,1
Диски,2020-06-12,904591210,Яблоки,Еда,6550,3
Диски,2020-06-12,904591210,Мусорные пакеты,Дом,9050,3
Диски,2020-06-12,904591210,Гвозди,Дом,5000,3
Мячик,2020-06-12,533041351,Молоко,Еда,6700,1
Мячик,2020-06-12,533041351,Яйца,Еда,5950,1
Мячик,2020-06-12,533041351,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-06-12,533041351,Бумага туалетная,Дом,7000,2
Мячик,2020-06-12,533041351,Сосиски молочные,Еда,20000,2
Мячик,2020-06-12,533041351,Яблоки,Еда,6550,3
Мячик,2020-06-12,533041351,Чернила,Работа,2200,3
Четвёрочка,2020-06-12,306287762,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-06-12,306287762,Бананы,Вкусняшка,7000,2
Четвёрочка,2020-06-12,306287762,Хлеб,Еда,7500,3
Четвёрочка,2020-06-12,306287762,Бананы,Вкусняшка,7000,2
Четвёрочка,2020-06-12,306287762,Хлеб,Еда,7500,3
Четвёрочка,2020-06-12,306287762,Бананы,Вкусняшка,7000,3
Четвёрочка,2020-06-12,306287762,Яйца,Еда,5950,2
Четвёрочка,2020-06-12,306287762,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-06-12,306287762,Бумага туалетная,Дом,7000,2
Четвёрочка,2020-06-12,20885301,Хлеб,Еда,7500,3
Четвёрочка,2020-06-12,20885301,Черешня,Вкусняшки,15000,3
Четвёрочка,2020-06-12,20885301,Бананы,Вкусняшка,7000,1
Четвёрочка,2020-06-12,20885301,Бумага,Работа,7750,3
Четвёрочка,2020-06-12,20885301,Гвозди,Дом,5000,2
Четвёрочка,2020-06-12,20885301,Сосиски молочные,Еда,20000,3
Четвёрочка,2020-06-12,20885301,Бумага,Работа,7750,2
Четвёрочка,2020-06-12,239322255,Молоко,Еда,6700,1
Четвёрочка,2020-06-12,239322255,Молоко,Еда,6700,1
Четвёрочка,2020-06-12,239322255,Чернила,Работа,2200,2
Четвёрочка,2020-06-12,239322255,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-06-12,239322255,Черешня,Вкусняшки,15000,3
Четвёрочка,2020-06-12,239322255,Хлеб,Еда,7500,3
Четвёрочка,2020-06-12,239322255,Хлеб,Еда,7500,1
Четвёрочка,2020-06-12,239322255,Бананы,Вкусняшка,7000,3
Диски,2020-06-12,939568511,Бумага,Работа,7750,2
